toss_win_x,5_total_runs_x,10_total_runs_x,15_total_runs_x,20_total_runs_x,5_total_runs_y,10_total_runs_y,10_player_dismissed_y,inn1_avg_x,roll_win
1,42.0,88.0,125.0,179.0,24.0,42.0,4.0,159.87234042553192,1.0
1,34.0,60.0,116.0,169.0,30.0,58.0,4.0,164.4179104477612,1.0
1,29.0,55.0,92.0,123.0,25.0,56.0,2.0,156.58928571428572,1.0
1,44.0,65.0,89.0,119.0,26.0,48.0,3.0,161.62337662337663,1.0
0,25.0,66.0,101.0,117.0,46.0,67.0,3.0,170.57534246575344,1.0
1,22.0,57.0,107.0,161.0,51.0,102.0,0.0,164.4179104477612,2.0
0,47.0,77.0,124.0,185.0,44.0,83.0,3.0,163.28571428571428,1.0
1,48.0,88.0,131.0,185.0,45.0,92.0,1.0,166.85714285714286,1.0
0,61.0,128.0,196.0,263.0,37.0,76.0,4.0,170.57534246575344,0.0
0,36.0,76.0,103.0,171.0,14.0,57.0,3.0,175.66666666666666,1.0
1,54.0,81.0,112.0,159.0,30.0,79.0,2.0,161.62337662337663,1.0
1,37.0,62.0,96.0,159.0,46.0,76.0,2.0,166.85714285714286,2.0
1,33.0,72.0,111.0,149.0,36.0,75.0,2.0,161.62337662337663,1.0
1,19.0,64.0,92.0,144.0,21.0,53.0,1.0,159.87234042553192,1.0
1,38.0,97.0,143.0,194.0,34.0,66.0,4.0,167.87671232876713,1.0
0,49.0,103.0,151.0,200.0,51.0,85.0,2.0,166.85714285714286,1.0
0,24.0,68.0,101.0,164.0,37.0,75.0,0.0,146.33333333333334,0.0
0,49.0,75.0,116.0,171.0,36.0,80.0,2.0,159.87234042553192,1.0
1,28.0,59.0,102.0,174.0,38.0,80.0,5.0,167.87671232876713,1.0
1,26.0,55.0,102.0,164.0,43.0,68.0,6.0,147.64705882352942,2.0
1,32.0,60.0,89.0,129.0,25.0,61.0,2.0,156.58928571428572,2.0
1,29.0,50.0,83.0,136.0,32.0,56.0,2.0,146.33333333333334,0.0
1,32.0,69.0,116.0,186.0,27.0,65.0,2.0,166.85714285714286,2.0
1,23.0,75.0,119.0,187.0,35.0,77.0,2.0,147.64705882352942,1.0
1,28.0,71.0,102.0,132.0,40.0,82.0,2.0,161.62337662337663,0.0
0,26.0,52.0,111.0,174.0,33.0,79.0,1.0,170.57534246575344,1.0
1,21.0,47.0,82.0,139.0,21.0,48.0,6.0,167.87671232876713,1.0
1,50.0,92.0,125.0,178.0,40.0,84.0,0.0,159.87234042553192,1.0
1,32.0,62.0,98.0,161.0,39.0,69.0,2.0,170.57534246575344,0.0
1,41.0,55.0,101.0,154.0,36.0,77.0,0.0,159.87234042553192,1.0
1,38.0,69.0,106.0,170.0,30.0,62.0,4.0,167.87671232876713,1.0
0,44.0,91.0,136.0,223.0,46.0,75.0,5.0,156.58928571428572,2.0
0,28.0,74.0,107.0,145.0,31.0,73.0,2.0,163.28571428571428,1.0
1,44.0,66.0,96.0,152.0,29.0,49.0,3.0,147.64705882352942,0.0
0,32.0,74.0,99.0,183.0,48.0,88.0,3.0,164.4179104477612,1.0
1,29.0,58.0,88.0,112.0,26.0,50.0,3.0,147.64705882352942,0.0
0,29.0,56.0,98.0,150.0,29.0,54.0,4.0,163.28571428571428,0.0
0,16.0,54.0,84.0,115.0,27.0,61.0,2.0,149.0,1.0
0,26.0,75.0,100.0,141.0,19.0,49.0,4.0,159.87234042553192,2.0
0,32.0,54.0,90.0,120.0,51.0,77.0,4.0,164.4179104477612,1.0
1,44.0,87.0,131.0,178.0,35.0,73.0,1.0,167.87671232876713,1.0
0,39.0,72.0,112.0,170.0,30.0,74.0,3.0,149.0,0.0
1,30.0,71.0,109.0,168.0,34.0,65.0,5.0,166.85714285714286,1.0
0,35.0,81.0,132.0,166.0,27.0,60.0,5.0,167.87671232876713,2.0
0,41.0,88.0,133.0,190.0,31.0,68.0,4.0,163.28571428571428,1.0
1,17.0,48.0,90.0,136.0,30.0,44.0,2.0,156.58928571428572,1.0
0,22.0,80.0,131.0,183.0,37.0,69.0,4.0,175.66666666666666,0.0
1,37.0,74.0,107.0,172.0,40.0,65.0,5.0,147.64705882352942,1.0
1,27.0,56.0,89.0,130.0,30.0,77.0,0.0,156.58928571428572,1.0
1,39.0,69.0,125.0,192.0,40.0,92.0,2.0,164.4179104477612,1.0
1,21.0,48.0,77.0,132.0,28.0,57.0,5.0,164.4179104477612,1.0
1,33.0,65.0,104.0,165.0,36.0,73.0,1.0,161.62337662337663,0.0
1,25.0,58.0,100.0,148.0,29.0,54.0,6.0,161.62337662337663,2.0
1,28.0,63.0,110.0,163.0,25.0,54.0,2.0,147.42857142857142,1.0
0,17.0,49.0,82.0,145.0,37.0,69.0,2.0,158.16666666666666,0.0
1,59.0,102.0,145.0,205.0,52.0,93.0,3.0,147.42857142857142,2.0
0,33.0,69.0,90.0,133.0,28.0,61.0,3.0,147.42857142857142,1.0
0,31.0,63.0,92.0,115.0,24.0,50.0,3.0,148.85714285714286,2.0
1,27.0,63.0,112.0,166.0,43.0,84.0,3.0,148.85714285714286,1.0
0,41.0,85.0,143.0,191.0,30.0,69.0,2.0,158.16666666666666,0.0
1,30.0,65.0,111.0,177.0,18.0,53.0,5.0,147.42857142857142,1.0
0,38.0,77.0,152.0,193.0,33.0,74.0,4.0,158.16666666666666,1.0
0,32.0,71.0,101.0,140.0,37.0,56.0,4.0,148.85714285714286,1.0
0,38.0,82.0,106.0,150.0,34.0,77.0,2.0,158.16666666666666,1.0
1,47.0,81.0,118.0,184.0,37.0,86.0,0.0,148.85714285714286,0.0
1,26.0,57.0,108.0,141.0,37.0,76.0,2.0,148.85714285714286,1.0
0,37.0,76.0,111.0,132.0,19.0,43.0,3.0,147.42857142857142,2.0
1,31.0,49.0,69.0,125.0,30.0,55.0,1.0,158.16666666666666,0.0
1,32.0,65.0,98.0,145.0,36.0,75.0,0.0,158.16666666666666,1.0
0,34.0,69.0,98.0,124.0,31.0,63.0,3.0,148.85714285714286,0.0
1,25.0,63.0,106.0,152.0,30.0,59.0,2.0,147.42857142857142,0.0
0,38.0,71.0,117.0,172.0,24.0,60.0,3.0,148.85714285714286,1.0
1,31.0,70.0,126.0,168.0,42.0,70.0,3.0,167.87671232876713,2.0
0,35.0,71.0,94.0,152.0,31.0,71.0,2.0,164.4179104477612,0.0
0,38.0,72.0,106.0,155.0,32.0,59.0,3.0,170.57534246575344,1.0
0,44.0,76.0,116.0,170.0,39.0,80.0,0.0,163.16666666666666,1.0
0,37.0,75.0,122.0,178.0,47.0,69.0,0.0,164.4179104477612,0.0
0,41.0,85.0,119.0,187.0,53.0,98.0,2.0,167.87671232876713,0.0
1,26.0,66.0,103.0,160.0,42.0,90.0,0.0,164.4179104477612,0.0
0,37.0,69.0,153.0,231.0,34.0,85.0,2.0,167.71428571428572,1.0
0,46.0,74.0,102.0,134.0,32.0,60.0,4.0,163.16666666666666,1.0
0,45.0,107.0,140.0,198.0,22.0,52.0,5.0,170.57534246575344,1.0
0,32.0,57.0,99.0,157.0,34.0,75.0,2.0,167.87671232876713,1.0
0,48.0,85.0,116.0,149.0,48.0,89.0,1.0,167.71428571428572,2.0
1,22.0,57.0,106.0,190.0,38.0,68.0,3.0,170.57534246575344,0.0
1,31.0,70.0,103.0,157.0,32.0,75.0,1.0,156.58928571428572,1.0
1,25.0,84.0,114.0,148.0,42.0,76.0,3.0,149.0,2.0
0,33.0,60.0,108.0,186.0,36.0,76.0,3.0,170.57534246575344,0.0
0,49.0,72.0,127.0,205.0,66.0,131.0,3.0,156.58928571428572,1.0
0,35.0,62.0,99.0,141.0,40.0,68.0,1.0,167.71428571428572,1.0
0,43.0,86.0,141.0,201.0,30.0,62.0,5.0,163.16666666666666,1.0
1,29.0,55.0,107.0,138.0,17.0,45.0,1.0,149.0,2.0
1,40.0,77.0,109.0,142.0,21.0,60.0,2.0,156.58928571428572,0.0
1,34.0,76.0,122.0,178.0,41.0,69.0,5.0,163.16666666666666,0.0
0,47.0,84.0,121.0,164.0,55.0,95.0,4.0,164.4179104477612,0.0
1,23.0,48.0,105.0,160.0,45.0,72.0,0.0,156.58928571428572,1.0
0,33.0,59.0,106.0,154.0,45.0,88.0,1.0,161.62337662337663,1.0
0,34.0,90.0,107.0,156.0,53.0,96.0,1.0,163.28571428571428,1.0
0,35.0,86.0,141.0,195.0,30.0,72.0,1.0,161.62337662337663,1.0
0,39.0,81.0,117.0,185.0,43.0,100.0,0.0,149.0,0.0
0,54.0,100.0,149.0,173.0,43.0,62.0,3.0,167.87671232876713,1.0
0,46.0,83.0,120.0,179.0,31.0,64.0,3.0,163.28571428571428,0.0
0,31.0,56.0,101.0,154.0,59.0,87.0,2.0,170.57534246575344,1.0
0,41.0,78.0,121.0,160.0,43.0,78.0,4.0,161.62337662337663,0.0
0,30.0,59.0,134.0,189.0,61.0,120.0,4.0,167.87671232876713,1.0
0,42.0,73.0,112.0,163.0,39.0,68.0,3.0,161.62337662337663,2.0
0,34.0,82.0,127.0,173.0,43.0,89.0,3.0,180.36363636363637,2.0
0,57.0,109.0,167.0,226.0,67.0,122.0,3.0,167.87671232876713,1.0
0,30.0,58.0,131.0,199.0,48.0,89.0,2.0,170.57534246575344,2.0
0,37.0,57.0,101.0,168.0,32.0,85.0,1.0,161.62337662337663,1.0
0,49.0,82.0,116.0,150.0,39.0,67.0,3.0,166.85714285714286,0.0
0,20.0,73.0,110.0,162.0,46.0,66.0,4.0,170.95238095238096,1.0
1,41.0,89.0,143.0,209.0,37.0,80.0,2.0,166.85714285714286,1.0
0,46.0,77.0,122.0,177.0,29.0,77.0,3.0,161.62337662337663,2.0
0,46.0,84.0,119.0,184.0,37.0,74.0,3.0,164.4179104477612,0.0
0,46.0,87.0,127.0,177.0,17.0,32.0,4.0,167.87671232876713,1.0
0,39.0,77.0,114.0,166.0,58.0,95.0,2.0,170.57534246575344,0.0
1,27.0,45.0,83.0,164.0,33.0,69.0,1.0,163.16666666666666,0.0
0,64.0,88.0,121.0,165.0,36.0,66.0,3.0,161.62337662337663,2.0
1,33.0,73.0,115.0,165.0,40.0,69.0,2.0,170.95238095238096,1.0
0,35.0,55.0,90.0,127.0,27.0,63.0,0.0,158.0,0.0
1,20.0,62.0,132.0,183.0,72.0,128.0,2.0,167.87671232876713,0.0
1,28.0,80.0,121.0,167.0,32.0,69.0,2.0,158.0,0.0
0,37.0,77.0,112.0,155.0,38.0,68.0,5.0,170.95238095238096,1.0
1,36.0,68.0,106.0,156.0,42.0,88.0,0.0,163.16666666666666,1.0
0,45.0,83.0,133.0,209.0,26.0,60.0,2.0,170.57534246575344,0.0
0,26.0,69.0,103.0,146.0,35.0,79.0,3.0,164.4179104477612,1.0
0,34.0,90.0,136.0,191.0,33.0,67.0,3.0,163.16666666666666,1.0
0,38.0,81.0,134.0,181.0,34.0,75.0,3.0,170.57534246575344,0.0
0,43.0,65.0,137.0,190.0,38.0,81.0,3.0,164.4179104477612,1.0
0,36.0,73.0,100.0,130.0,37.0,83.0,1.0,163.16666666666666,1.0
1,36.0,72.0,112.0,157.0,45.0,74.0,3.0,167.87671232876713,1.0
1,51.0,97.0,138.0,192.0,35.0,57.0,5.0,166.85714285714286,1.0
0,46.0,76.0,104.0,150.0,21.0,61.0,4.0,163.28571428571428,0.0
1,39.0,72.0,109.0,171.0,34.0,64.0,1.0,161.62337662337663,1.0
0,48.0,73.0,99.0,134.0,52.0,70.0,3.0,166.85714285714286,2.0
0,43.0,81.0,120.0,187.0,49.0,87.0,2.0,167.87671232876713,2.0
0,62.0,107.0,143.0,192.0,48.0,87.0,3.0,156.58928571428572,1.0
1,46.0,96.0,123.0,172.0,42.0,73.0,2.0,163.28571428571428,2.0
0,36.0,74.0,114.0,189.0,41.0,67.0,3.0,180.36363636363637,0.0
1,29.0,68.0,101.0,148.0,34.0,71.0,3.0,166.85714285714286,2.0
0,45.0,77.0,111.0,167.0,29.0,63.0,4.0,161.62337662337663,1.0
1,43.0,69.0,95.0,152.0,36.0,61.0,4.0,167.87671232876713,1.0
0,49.0,88.0,133.0,201.0,35.0,68.0,3.0,180.36363636363637,2.0
1,44.0,67.0,103.0,158.0,50.0,84.0,0.0,166.85714285714286,2.0
1,41.0,75.0,134.0,183.0,55.0,74.0,3.0,161.62337662337663,0.0
1,32.0,62.0,99.0,163.0,34.0,65.0,3.0,146.33333333333334,2.0
1,29.0,88.0,147.0,235.0,35.0,83.0,2.0,167.87671232876713,0.0
1,23.0,60.0,108.0,157.0,32.0,63.0,3.0,166.85714285714286,1.0
1,53.0,86.0,140.0,185.0,42.0,70.0,4.0,156.58928571428572,2.0
1,16.0,46.0,83.0,119.0,24.0,66.0,2.0,146.33333333333334,1.0
0,34.0,67.0,99.0,171.0,38.0,74.0,2.0,167.87671232876713,2.0
1,35.0,56.0,86.0,130.0,40.0,76.0,2.0,163.28571428571428,0.0
1,52.0,107.0,146.0,199.0,44.0,97.0,3.0,180.36363636363637,1.0
1,35.0,86.0,135.0,187.0,46.0,86.0,2.0,167.87671232876713,2.0
1,38.0,60.0,113.0,180.0,34.0,68.0,3.0,170.95238095238096,1.0
0,25.0,46.0,90.0,139.0,28.0,62.0,3.0,149.0,2.0
0,47.0,98.0,146.0,202.0,26.0,67.0,1.0,161.62337662337663,2.0
1,30.0,48.0,68.0,121.0,37.0,79.0,1.0,167.87671232876713,2.0
0,45.0,87.0,125.0,161.0,45.0,98.0,2.0,169.71428571428572,0.0
0,43.0,88.0,156.0,227.0,49.0,92.0,3.0,170.57534246575344,1.0
0,34.0,81.0,138.0,187.0,50.0,87.0,1.0,161.62337662337663,2.0
1,30.0,52.0,94.0,142.0,28.0,72.0,0.0,156.58928571428572,2.0
0,26.0,59.0,82.0,143.0,35.0,74.0,2.0,167.87671232876713,1.0
0,50.0,97.0,143.0,191.0,50.0,93.0,2.0,170.57534246575344,1.0
0,31.0,58.0,111.0,142.0,29.0,66.0,1.0,156.58928571428572,0.0
0,35.0,56.0,95.0,138.0,55.0,93.0,1.0,169.71428571428572,0.0
0,41.0,89.0,112.0,170.0,43.0,81.0,1.0,167.87671232876713,1.0
0,41.0,74.0,104.0,135.0,53.0,96.0,0.0,168.9,0.0
0,37.0,79.0,128.0,185.0,32.0,73.0,3.0,170.95238095238096,0.0
0,35.0,65.0,110.0,164.0,47.0,78.0,2.0,164.4179104477612,1.0
0,35.0,65.0,103.0,143.0,58.0,90.0,2.0,156.58928571428572,0.0
1,38.0,76.0,115.0,180.0,47.0,95.0,2.0,168.9,1.0
0,28.0,61.0,100.0,160.0,49.0,78.0,3.0,170.95238095238096,0.0
0,25.0,77.0,140.0,189.0,33.0,75.0,2.0,169.71428571428572,0.0
0,63.0,110.0,132.0,172.0,19.0,51.0,3.0,164.4179104477612,0.0
0,48.0,87.0,126.0,174.0,45.0,85.0,3.0,167.87671232876713,1.0
0,35.0,85.0,135.0,195.0,62.0,112.0,1.0,170.95238095238096,0.0
0,32.0,70.0,120.0,186.0,33.0,88.0,3.0,164.4179104477612,1.0
0,33.0,82.0,141.0,194.0,42.0,83.0,2.0,156.58928571428572,1.0
0,51.0,78.0,110.0,154.0,34.0,57.0,5.0,168.9,0.0
0,44.0,93.0,120.0,159.0,43.0,76.0,1.0,170.95238095238096,0.0
0,30.0,79.0,112.0,185.0,34.0,69.0,3.0,170.57534246575344,1.0
0,27.0,65.0,99.0,149.0,51.0,93.0,0.0,168.9,1.0
0,32.0,74.0,121.0,164.0,27.0,64.0,4.0,161.62337662337663,0.0
0,40.0,69.0,112.0,162.0,38.0,74.0,1.0,164.4179104477612,2.0
0,24.0,54.0,85.0,126.0,33.0,57.0,3.0,156.58928571428572,1.0
0,48.0,89.0,138.0,191.0,37.0,81.0,0.0,170.57534246575344,0.0
0,40.0,76.0,119.0,181.0,35.0,91.0,1.0,169.71428571428572,1.0
0,40.0,85.0,116.0,177.0,31.0,54.0,7.0,158.0,1.0
0,21.0,57.0,98.0,158.0,36.0,89.0,2.0,161.62337662337663,1.0
0,49.0,73.0,113.0,175.0,43.0,83.0,1.0,169.71428571428572,0.0
1,21.0,63.0,96.0,137.0,20.0,52.0,2.0,158.0,2.0
0,19.0,60.0,91.0,151.0,30.0,60.0,2.0,170.57534246575344,1.0
0,43.0,80.0,113.0,146.0,41.0,78.0,3.0,156.58928571428572,2.0
1,14.0,45.0,80.0,124.0,26.0,61.0,1.0,158.0,1.0
0,31.0,76.0,136.0,248.0,37.0,54.0,5.0,170.57534246575344,1.0
1,37.0,77.0,121.0,179.0,44.0,78.0,1.0,169.71428571428572,2.0
0,33.0,84.0,144.0,206.0,47.0,81.0,4.0,158.0,1.0
0,42.0,87.0,124.0,183.0,53.0,91.0,1.0,161.62337662337663,1.0
0,42.0,68.0,115.0,158.0,36.0,68.0,1.0,146.33333333333334,1.0
1,40.0,76.0,120.0,172.0,35.0,62.0,2.0,158.0,1.0
0,45.0,72.0,134.0,172.0,51.0,100.0,2.0,161.25,1.0
0,41.0,85.0,141.0,171.0,39.0,73.0,1.0,161.62337662337663,0.0
0,41.0,75.0,98.0,138.0,38.0,83.0,2.0,146.33333333333334,1.0
0,20.0,58.0,104.0,158.0,28.0,70.0,6.0,170.57534246575344,0.0
0,31.0,71.0,109.0,162.0,43.0,66.0,3.0,164.4179104477612,0.0
0,32.0,67.0,109.0,162.0,43.0,66.0,3.0,164.4179104477612,0.0
1,46.0,97.0,140.0,208.0,55.0,112.0,0.0,170.57534246575344,1.0
0,27.0,67.0,119.0,169.0,39.0,58.0,4.0,167.87671232876713,1.0
0,41.0,81.0,127.0,172.0,64.0,99.0,3.0,169.71428571428572,0.0
0,49.0,87.0,137.0,182.0,66.0,103.0,3.0,161.62337662337663,1.0
0,43.0,75.0,102.0,133.0,47.0,93.0,1.0,156.58928571428572,2.0
0,48.0,91.0,126.0,207.0,63.0,90.0,2.0,166.85714285714286,1.0
0,53.0,84.0,117.0,155.0,43.0,90.0,3.0,156.58928571428572,0.0
0,49.0,86.0,125.0,161.0,34.0,81.0,2.0,170.57534246575344,0.0
0,72.0,114.0,166.0,204.0,50.0,104.0,1.0,167.87671232876713,0.0
0,37.0,70.0,111.0,145.0,48.0,66.0,3.0,161.62337662337663,1.0
0,46.0,81.0,140.0,231.0,49.0,103.0,2.0,170.57534246575344,1.0
0,53.0,116.0,155.0,198.0,51.0,93.0,3.0,169.71428571428572,0.0
0,32.0,85.0,146.0,206.0,51.0,106.0,4.0,161.62337662337663,0.0
0,67.0,106.0,155.0,230.0,46.0,80.0,3.0,167.87671232876713,0.0
0,41.0,72.0,113.0,165.0,40.0,89.0,2.0,159.87234042553192,1.0
1,42.0,88.0,149.0,201.0,39.0,76.0,3.0,169.71428571428572,1.0
0,54.0,108.0,165.0,210.0,36.0,82.0,3.0,170.95238095238096,1.0
0,25.0,61.0,108.0,186.0,38.0,84.0,2.0,170.57534246575344,0.0
0,22.0,57.0,124.0,186.0,29.0,72.0,3.0,156.58928571428572,1.0
1,36.0,95.0,139.0,172.0,37.0,72.0,2.0,159.87234042553192,1.0
0,44.0,69.0,101.0,157.0,46.0,69.0,4.0,164.4179104477612,2.0
0,35.0,87.0,143.0,213.0,51.0,85.0,4.0,170.57534246575344,1.0
0,28.0,62.0,104.0,140.0,35.0,67.0,2.0,156.58928571428572,2.0
0,51.0,84.0,141.0,223.0,46.0,83.0,5.0,164.4179104477612,0.0
0,39.0,94.0,120.0,176.0,43.0,77.0,1.0,170.95238095238096,2.0
1,33.0,70.0,120.0,152.0,35.0,73.0,2.0,159.87234042553192,2.0
0,38.0,80.0,116.0,185.0,49.0,92.0,1.0,170.57534246575344,0.0
0,46.0,98.0,143.0,218.0,47.0,80.0,4.0,170.95238095238096,1.0
0,39.0,86.0,127.0,173.0,35.0,91.0,4.0,170.57534246575344,0.0
0,48.0,91.0,122.0,184.0,46.0,97.0,3.0,161.62337662337663,1.0
0,38.0,86.0,131.0,184.0,37.0,68.0,1.0,163.44444444444446,2.0
0,40.0,71.0,92.0,131.0,27.0,72.0,2.0,170.95238095238096,1.0
1,41.0,96.0,126.0,166.0,36.0,85.0,1.0,156.58928571428572,1.0
0,42.0,97.0,134.0,187.0,48.0,96.0,2.0,167.87671232876713,1.0
0,47.0,87.0,118.0,160.0,35.0,70.0,2.0,163.44444444444446,1.0
0,39.0,64.0,112.0,155.0,48.0,77.0,3.0,156.58928571428572,2.0
1,53.0,83.0,122.0,161.0,25.0,55.0,3.0,159.87234042553192,0.0
0,37.0,74.0,149.0,217.0,39.0,72.0,6.0,161.62337662337663,1.0
1,24.0,53.0,113.0,190.0,39.0,93.0,1.0,164.4179104477612,1.0
1,52.0,96.0,137.0,188.0,55.0,90.0,2.0,159.87234042553192,1.0
0,47.0,108.0,171.0,250.0,52.0,103.0,4.0,163.44444444444446,1.0
0,42.0,82.0,125.0,188.0,50.0,101.0,2.0,164.4179104477612,0.0
0,24.0,69.0,139.0,192.0,43.0,93.0,0.0,170.95238095238096,2.0
0,43.0,89.0,129.0,177.0,52.0,91.0,1.0,167.87671232876713,2.0
0,60.0,82.0,157.0,197.0,47.0,88.0,1.0,167.87671232876713,1.0
0,39.0,84.0,151.0,222.0,47.0,91.0,2.0,170.57534246575344,1.0
0,37.0,83.0,109.0,171.0,23.0,71.0,2.0,164.4179104477612,0.0
1,40.0,82.0,122.0,174.0,46.0,85.0,3.0,159.87234042553192,1.0
1,58.0,100.0,149.0,183.0,64.0,94.0,1.0,156.58928571428572,1.0
1,42.0,86.0,124.0,186.0,50.0,82.0,5.0,164.4179104477612,1.0
0,26.0,78.0,110.0,164.0,29.0,64.0,3.0,170.95238095238096,1.0
0,41.0,65.0,92.0,148.0,26.0,53.0,4.0,167.87671232876713,0.0
0,39.0,70.0,122.0,179.0,48.0,88.0,1.0,161.62337662337663,2.0
0,42.0,81.0,116.0,179.0,60.0,95.0,2.0,161.62337662337663,0.0
0,32.0,77.0,131.0,186.0,21.0,83.0,1.0,167.87671232876713,1.0
0,47.0,96.0,140.0,189.0,40.0,71.0,1.0,161.62337662337663,1.0
0,34.0,76.0,133.0,200.0,45.0,96.0,1.0,159.87234042553192,0.0
0,45.0,90.0,151.0,223.0,45.0,80.0,3.0,161.62337662337663,2.0
0,43.0,86.0,145.0,197.0,48.0,82.0,2.0,169.0,1.0
1,32.0,77.0,125.0,203.0,55.0,121.0,1.0,178.625,2.0
0,54.0,95.0,138.0,187.0,36.0,88.0,1.0,178.28571428571428,2.0
0,31.0,65.0,124.0,193.0,34.0,84.0,1.0,162.85714285714286,2.0
0,51.0,105.0,165.0,233.0,24.0,49.0,6.0,178.625,0.0
0,27.0,57.0,101.0,182.0,30.0,78.0,4.0,149.375,0.0
0,44.0,92.0,137.0,175.0,44.0,93.0,3.0,178.28571428571428,1.0
0,46.0,77.0,112.0,164.0,52.0,87.0,1.0,159.87234042553192,1.0
0,41.0,59.0,95.0,176.0,35.0,71.0,3.0,167.87671232876713,1.0
0,28.0,58.0,89.0,134.0,57.0,90.0,2.0,162.85714285714286,1.0
0,49.0,79.0,144.0,210.0,58.0,102.0,2.0,169.0,1.0
1,48.0,73.0,111.0,165.0,36.0,72.0,2.0,149.375,1.0
0,28.0,52.0,78.0,142.0,35.0,61.0,3.0,178.625,1.0
0,38.0,66.0,112.0,154.0,54.0,88.0,2.0,169.0,0.0
0,33.0,58.0,100.0,158.0,30.0,69.0,1.0,178.28571428571428,1.0
0,28.0,51.0,79.0,114.0,36.0,59.0,2.0,149.375,1.0
0,43.0,96.0,135.0,204.0,41.0,66.0,3.0,167.87671232876713,2.0
0,59.0,80.0,110.0,158.0,24.0,50.0,4.0,159.87234042553192,1.0
0,41.0,74.0,127.0,183.0,55.0,88.0,2.0,161.62337662337663,0.0
0,53.0,92.0,126.0,191.0,50.0,103.0,1.0,167.87671232876713,2.0
0,36.0,93.0,126.0,180.0,54.0,88.0,1.0,178.28571428571428,1.0
0,42.0,82.0,141.0,170.0,44.0,71.0,3.0,161.62337662337663,0.0
0,41.0,89.0,126.0,164.0,37.0,75.0,1.0,178.625,0.0
0,44.0,75.0,125.0,179.0,56.0,100.0,2.0,167.87671232876713,0.0
0,34.0,79.0,141.0,190.0,59.0,97.0,1.0,178.28571428571428,0.0
1,28.0,83.0,106.0,139.0,59.0,86.0,2.0,178.625,2.0
1,42.0,77.0,106.0,174.0,42.0,64.0,3.0,162.85714285714286,1.0
0,32.0,72.0,125.0,219.0,37.0,69.0,3.0,161.62337662337663,0.0
0,38.0,88.0,120.0,171.0,53.0,95.0,3.0,159.87234042553192,1.0
0,46.0,92.0,118.0,168.0,52.0,95.0,1.0,162.85714285714286,1.0
0,54.0,82.0,120.0,164.0,55.0,114.0,0.0,178.625,0.0
0,34.0,75.0,119.0,165.0,29.0,66.0,4.0,169.0,1.0
0,38.0,96.0,154.0,196.0,45.0,81.0,2.0,159.87234042553192,0.0
0,45.0,93.0,137.0,179.0,27.0,86.0,2.0,149.375,1.0
0,57.0,89.0,128.0,213.0,59.0,108.0,2.0,169.0,2.0
0,36.0,55.0,108.0,185.0,53.0,79.0,3.0,161.62337662337663,0.0
0,42.0,87.0,108.0,159.0,35.0,63.0,5.0,149.375,1.0
0,43.0,88.0,124.0,169.0,41.0,80.0,1.0,159.87234042553192,0.0
1,54.0,90.0,129.0,193.0,57.0,92.0,2.0,162.85714285714286,1.0
0,39.0,97.0,161.0,241.0,30.0,80.0,4.0,161.62337662337663,0.0
0,78.0,118.0,174.0,232.0,43.0,86.0,2.0,178.625,0.0
0,18.0,54.0,106.0,186.0,49.0,80.0,4.0,149.375,1.0
1,37.0,81.0,120.0,170.0,58.0,82.0,3.0,167.87671232876713,1.0
0,28.0,85.0,126.0,186.0,48.0,99.0,1.0,178.28571428571428,1.0
1,27.0,56.0,71.0,124.0,33.0,74.0,3.0,162.85714285714286,0.0
0,52.0,72.0,124.0,179.0,49.0,81.0,3.0,169.0,1.0
0,38.0,81.0,126.0,172.0,61.0,115.0,0.0,178.28571428571428,1.0
0,39.0,64.0,103.0,143.0,47.0,78.0,1.0,167.87671232876713,1.0
1,24.0,51.0,94.0,136.0,36.0,72.0,2.0,149.375,1.0
0,44.0,75.0,109.0,171.0,50.0,86.0,0.0,163.0,1.0
0,37.0,70.0,100.0,155.0,27.0,86.0,0.0,163.0,2.0
1,46.0,73.0,105.0,152.0,38.0,75.0,2.0,178.625,2.0
